20.04.2011	-8.8
20.04.2011	-8.3
20.04.2011	-7.9
20.04.2011	-7.7
20.04.2011	-5.5
20.04.2011	-3.6
20.04.2011	-6
20.04.2011	-9.2
21.04.2011	-8.7
21.04.2011	-7.4
21.04.2011	-6.5
21.04.2011	-6.7
21.04.2011	-6.2
21.04.2011	-1.6
21.04.2011	-6.3
21.04.2011	-8.9
22.04.2011	-9.3
22.04.2011	-8.3
22.04.2011	-7.1
22.04.2011	-8.1
22.04.2011	-6.4
22.04.2011	-6.4
22.04.2011	-7.6
22.04.2011	-9.1
23.04.2011	-10.2
23.04.2011	-8.4
23.04.2011	-7.2
23.04.2011	-5.7
23.04.2011	-3.9
23.04.2011	-3.3
23.04.2011	-4.8
23.04.2011	-6.1
24.04.2011	-7.6
24.04.2011	-7.2
24.04.2011	-5.5
24.04.2011	-3.4
24.04.2011	-1.3
24.04.2011	-1.9
24.04.2011	-4.6
24.04.2011	-5.3
25.04.2011	-6
25.04.2011	-6.6
25.04.2011	-6.5
25.04.2011	-5.7
25.04.2011	-2.4
25.04.2011	-0.3
25.04.2011	-5.7
25.04.2011	-5.3
26.04.2011	-4.7
26.04.2011	-5.7
26.04.2011	-6.7
26.04.2011	-6.8
26.04.2011	-6.9
26.04.2011	-6.8
26.04.2011	-8
26.04.2011	-9.4
27.04.2011	-10.4
27.04.2011	-10.2
27.04.2011	-10.6
27.04.2011	-9.6
27.04.2011	-9.1
27.04.2011	-9.2
27.04.2011	-8.8
27.04.2011	-9.8
28.04.2011	-10
28.04.2011	-9.7
28.04.2011	-9
28.04.2011	-6.9
28.04.2011	-5.7
28.04.2011	-5.9
28.04.2011	-8.1
28.04.2011	-8.8
29.04.2011	-9.3
29.04.2011	-8.8
29.04.2011	-9.7
29.04.2011	-7.2
29.04.2011	-4.5
29.04.2011	-6.9
29.04.2011	-8
29.04.2011	-9.3
30.04.2011	-8.8
30.04.2011	-9.9
30.04.2011	-9.4
30.04.2011	-7.4
30.04.2011	-5.1
30.04.2011	-5
30.04.2011	-7.4
30.04.2011	-8.8
01.05.2011	-9
01.05.2011	-9
01.05.2011	-8.5
01.05.2011	-8.3
01.05.2011	-7.7
01.05.2011	-6
01.05.2011	-7.2
01.05.2011	-7.4
02.05.2011	-7.2
02.05.2011	-7.9
02.05.2011	-7.5
02.05.2011	-5.7
02.05.2011	-1.9
02.05.2011	-4.7
02.05.2011	-6.1
02.05.2011	-6.8
03.05.2011	-7.2
03.05.2011	-7.9
03.05.2011	-7.3
03.05.2011	-7.1
03.05.2011	-7.1
03.05.2011	-7.2
03.05.2011	-9.1
03.05.2011	-10.9
04.05.2011	-11.3
04.05.2011	-11.1
04.05.2011	-10.8
04.05.2011	-11.1
04.05.2011	-11
04.05.2011	-9.4
04.05.2011	-11.4
04.05.2011	-11.3
05.05.2011	-9.9
05.05.2011	-9.9
05.05.2011	-8.8
05.05.2011	-8.4
05.05.2011	-4.9
05.05.2011	-0.9
05.05.2011	-2.9
05.05.2011	-5.6
06.05.2011	-6.4
06.05.2011	-7.2
06.05.2011	-6.9
06.05.2011	-5
06.05.2011	-3.3
06.05.2011	-0.1
06.05.2011	-3.8
06.05.2011	-5.3
07.05.2011	-5.9
07.05.2011	-5.2
07.05.2011	-4.9
07.05.2011	-3.8
07.05.2011	-0.9
07.05.2011	0
07.05.2011	-0.6
07.05.2011	-2.2
08.05.2011	-2.3
08.05.2011	-2.7
08.05.2011	-3.2
08.05.2011	-2.8
08.05.2011	-2.4
08.05.2011	-2.1
08.05.2011	-3.2
08.05.2011	-1.4
09.05.2011	-1.5
09.05.2011	-1.9
09.05.2011	-2.1
09.05.2011	-1.4
09.05.2011	-1.5
09.05.2011	-0.7
09.05.2011	-1.8
09.05.2011	-1.6
10.05.2011	-1.4
10.05.2011	-4
10.05.2011	-4.5
10.05.2011	-3.7
10.05.2011	-3
10.05.2011	-2.1
10.05.2011	-1.5
10.05.2011	-1.5
11.05.2011	-1.9
11.05.2011	-3.1
11.05.2011	-4.1
11.05.2011	-3.2
11.05.2011	-2.7
11.05.2011	-1.6
11.05.2011	-3.5
11.05.2011	-4
12.05.2011	-3.3
12.05.2011	-3.3
12.05.2011	-3.3
12.05.2011	-1.6
12.05.2011	-2.8
12.05.2011	-2.9
12.05.2011	-3.5
13.05.2011	-5.2
13.05.2011	-5
13.05.2011	-3.4
13.05.2011	-1.6
13.05.2011	1.3
13.05.2011	1.2
13.05.2011	-2.3
14.05.2011	-2.6
14.05.2011	-5.5
14.05.2011	-3.5
14.05.2011	-1.5
14.05.2011	-3
14.05.2011	-6.8
15.05.2011	-10.6
15.05.2011	-11.8
15.05.2011	-14.4
15.05.2011	-13
15.05.2011	-12.9
15.05.2011	-12.3
16.05.2011	-12
16.05.2011	-13.7
16.05.2011	-11.8
16.05.2011	-9.4
16.05.2011	-7.8
16.05.2011	-6.9
16.05.2011	-7.4
16.05.2011	-6.9
17.05.2011	-6.6
17.05.2011	-7.6
17.05.2011	-6.6
17.05.2011	-5.8
17.05.2011	-5.1
17.05.2011	-5.1
17.05.2011	-6.1
17.05.2011	-6.2
18.05.2011	-6.7
18.05.2011	-7.3
18.05.2011	-6.3
18.05.2011	-5
18.05.2011	-2
18.05.2011	-4.8
19.05.2011	-5.4
19.05.2011	-6.3
19.05.2011	-5
19.05.2011	-3.5
19.05.2011	-1.7
19.05.2011	0.1
19.05.2011	-3.9
19.05.2011	-6.2
20.05.2011	-6.3
20.05.2011	-5.2
20.05.2011	-5
20.05.2011	-3.4
20.05.2011	-0.7
20.05.2011	-0.9
20.05.2011	-3.5
20.05.2011	-4.5
21.05.2011	-4
21.05.2011	-4.5
21.05.2011	-3.1
21.05.2011	-1.2
21.05.2011	1.3
21.05.2011	1.6
21.05.2011	-2
21.05.2011	-2.7
22.05.2011	-3.1
22.05.2011	-3.2
22.05.2011	-3.2
22.05.2011	-2.9
22.05.2011	-2.7
22.05.2011	-2.6
22.05.2011	-3.1
23.05.2011	-3.6
23.05.2011	-3.1
23.05.2011	-1.5
23.05.2011	-0.8
23.05.2011	2
23.05.2011	3.1
23.05.2011	1.3
23.05.2011	-0.7
24.05.2011	-1.4
24.05.2011	-1.3
24.05.2011	-1.7
24.05.2011	-1.6
24.05.2011	-1
24.05.2011	-1
24.05.2011	-1.6
24.05.2011	-1.8
25.05.2011	-1.9
25.05.2011	-1.1
25.05.2011	-0.2
25.05.2011	0.4
25.05.2011	2.6
25.05.2011	5.5
25.05.2011	1.6
25.05.2011	0.3
26.05.2011	-0.3
26.05.2011	-1.1
26.05.2011	-0.4
26.05.2011	1.1
26.05.2011	1.2
26.05.2011	3
26.05.2011	-0.6
26.05.2011	-2.4
27.05.2011	-3.1
27.05.2011	-3.4
27.05.2011	-3.6
27.05.2011	-3.8
27.05.2011	-5.4
27.05.2011	-8.8
27.05.2011	-9.7
27.05.2011	-10.9
28.05.2011	-11.4
28.05.2011	-10
28.05.2011	-9.9
28.05.2011	-7.3
28.05.2011	-4.9
28.05.2011	-1.9
28.05.2011	-4.1
28.05.2011	-4.3
29.05.2011	-4.4
29.05.2011	-3.6
29.05.2011	-2.5
29.05.2011	-0.6
29.05.2011	1.5
29.05.2011	6.3
29.05.2011	2.6
29.05.2011	0.4
30.05.2011	0
30.05.2011	-0.9
30.05.2011	-0.8
30.05.2011	-0.4
30.05.2011	1.3
30.05.2011	2.8
30.05.2011	-0.1
30.05.2011	-1.9
31.05.2011	-3.7
31.05.2011	-2.6
31.05.2011	-1.5
31.05.2011	-2.5
31.05.2011	-1.8
31.05.2011	-2.3
31.05.2011	-4.6
31.05.2011	-7.6
01.06.2011	-9.1
01.06.2011	-5.3
01.06.2011	-4.4
01.06.2011	-2.5
01.06.2011	-2.1
01.06.2011	-1.7
01.06.2011	-2.3
01.06.2011	-2.8
02.06.2011	-2.8
02.06.2011	-2.9
02.06.2011	-3
02.06.2011	-1.6
02.06.2011	-0.7
02.06.2011	-0.4
02.06.2011	-1.1
02.06.2011	-2
03.06.2011	-1.9
03.06.2011	-2.2
03.06.2011	-2
03.06.2011	-0.4
03.06.2011	0.2
03.06.2011	-0.5
03.06.2011	-1.1
03.06.2011	-1.7
04.06.2011	-1.9
04.06.2011	-2.1
04.06.2011	-0.9
04.06.2011	0.2
04.06.2011	0
04.06.2011	-0.9
04.06.2011	-1.5
04.06.2011	-2.6
05.06.2011	-3.2
05.06.2011	-3.6
05.06.2011	-3.2
05.06.2011	-2.8
05.06.2011	-2.1
05.06.2011	-2.2
05.06.2011	-3.2
05.06.2011	-3.5
06.06.2011	-3.4
06.06.2011	-3.8
06.06.2011	-4.3
06.06.2011	-2.9
06.06.2011	0.7
06.06.2011	-0.8
06.06.2011	0.3
06.06.2011	-3
07.06.2011	-4.3
07.06.2011	-4.1
07.06.2011	-4.1
07.06.2011	-2.3
07.06.2011	-1.8
07.06.2011	-0.8
07.06.2011	-2
07.06.2011	-2.7
08.06.2011	-2.4
08.06.2011	-0.3
08.06.2011	-3.8
08.06.2011	-2.7
08.06.2011	-3.3
08.06.2011	-3.3
08.06.2011	-4.3
08.06.2011	-4.4
09.06.2011	-4.1
09.06.2011	-4.3
09.06.2011	-4
09.06.2011	-1.5
09.06.2011	1.3
09.06.2011	-1.8
09.06.2011	-5
09.06.2011	-5
10.06.2011	-5.6
10.06.2011	-6.2
10.06.2011	-3.5
10.06.2011	-3
10.06.2011	-1.5
10.06.2011	-3.2
10.06.2011	-4.2
10.06.2011	-4.2
11.06.2011	-4.4
11.06.2011	-5.5
11.06.2011	-4.7
11.06.2011	-1.1
11.06.2011	1.3
11.06.2011	0.5
11.06.2011	-2.6
11.06.2011	-5.9
12.06.2011	-4.4
12.06.2011	-4.2
12.06.2011	-2.5
12.06.2011	-1.1
12.06.2011	0.9
12.06.2011	1.4
12.06.2011	-1.7
12.06.2011	-2.3
13.06.2011	-2.5
13.06.2011	-3
13.06.2011	-3.8
13.06.2011	-3.5
13.06.2011	-3.4
13.06.2011	-3
13.06.2011	-3.7
13.06.2011	-3.7
14.06.2011	-4.2
14.06.2011	-4.4
14.06.2011	-4.2
14.06.2011	-2.8
14.06.2011	-1.7
14.06.2011	-1.2
14.06.2011	-1.8
14.06.2011	-2.1
15.06.2011	-1.5
15.06.2011	-1.7
15.06.2011	-1.4
15.06.2011	0.3
15.06.2011	0.5
15.06.2011	3.5
15.06.2011	0.1
15.06.2011	0.1
16.06.2011	-0.5
16.06.2011	-1.3
16.06.2011	-0.9
16.06.2011	1.5
16.06.2011	3
16.06.2011	2
16.06.2011	-0.2
16.06.2011	-0.3
17.06.2011	-0.9
17.06.2011	-1
17.06.2011	-0.1
17.06.2011	0.5
17.06.2011	1.3
17.06.2011	0.1
17.06.2011	0
17.06.2011	0.2
18.06.2011	-0.6
18.06.2011	-1.3
18.06.2011	-1.2
18.06.2011	-1.7
18.06.2011	-2
18.06.2011	-3.6
18.06.2011	-7.6
19.06.2011	-9.4
19.06.2011	-9.3
19.06.2011	-7.9
19.06.2011	-6.4
19.06.2011	-4.9
19.06.2011	-5.6
20.06.2011	-4.1
20.06.2011	-3.5
20.06.2011	-3.6
20.06.2011	-2.7
20.06.2011	-1.1
20.06.2011	-0.9
20.06.2011	-1
20.06.2011	-0.4
21.06.2011	-1.6
21.06.2011	-1
21.06.2011	0.2
21.06.2011	0.3
21.06.2011	1.5
21.06.2011	2.8
21.06.2011	1.5
21.06.2011	0.8
22.06.2011	0.4
22.06.2011	1.9
22.06.2011	0.9
22.06.2011	0.6
22.06.2011	2.6
22.06.2011	2.6
22.06.2011	0.9
22.06.2011	-1.5
23.06.2011	-1.3
23.06.2011	-1.2
23.06.2011	-1
23.06.2011	-0.8
23.06.2011	-2.3
23.06.2011	-3
23.06.2011	-3.7
23.06.2011	-4.2
24.06.2011	-5.9
24.06.2011	-8.1
24.06.2011	-8.1
24.06.2011	-5.7
24.06.2011	-3
24.06.2011	-5.3
24.06.2011	-3.9
24.06.2011	-4.4
25.06.2011	-3.5
25.06.2011	-4.5
25.06.2011	-2.6
25.06.2011	-0.7
25.06.2011	0
25.06.2011	0.2
25.06.2011	0.4
25.06.2011	-0.5
26.06.2011	-0.2
26.06.2011	1.2
26.06.2011	2.2
26.06.2011	3.8
26.06.2011	5.3
26.06.2011	6.7
26.06.2011	6.3
26.06.2011	5.7
27.06.2011	5.6
27.06.2011	4.1
27.06.2011	5.3
27.06.2011	5.5
27.06.2011	6.4
27.06.2011	6.4
27.06.2011	4.6
27.06.2011	4
28.06.2011	3
28.06.2011	3.2
28.06.2011	3.1
28.06.2011	4
28.06.2011	7
28.06.2011	7.4
28.06.2011	6
28.06.2011	3.9
29.06.2011	3
29.06.2011	2.4
29.06.2011	1.5
29.06.2011	1.3
29.06.2011	2.1
29.06.2011	1.6
29.06.2011	0.5
29.06.2011	-0.5
30.06.2011	-0.4
30.06.2011	-1.3
30.06.2011	-3
30.06.2011	-4.1
30.06.2011	-1.9
30.06.2011	-2.5
30.06.2011	-3.6
01.07.2011	-4.2
01.07.2011	-4.7
01.07.2011	-5
01.07.2011	-5.5
01.07.2011	-5.9
01.07.2011	-6.1
01.07.2011	-6.3
01.07.2011	-8.1
02.07.2011	-6.6
02.07.2011	-6.9
02.07.2011	-6.3
02.07.2011	-6.1
02.07.2011	-6.5
02.07.2011	-5.6
02.07.2011	-5.6
02.07.2011	-5.9
03.07.2011	-5.4
03.07.2011	-5.6
03.07.2011	-3.1
